,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
1974-11,-0.0223,-0.0070999999999999995,-0.111,-0.0404,0.0087,-0.0403,-0.0231,-0.0385,-0.0519,-0.1167,0.008,-0.04190000000000001,-0.0053,-0.09970000000000001,0.0383,-0.1437,-0.0433,-0.0588,-0.013999999999999999,0.0294,-0.0344,-0.07429999999999999,-0.060700000000000004,-0.0045000000000000005,-0.005600000000000001,-0.0315,-0.060599999999999994,-0.0155,0.0387,-0.042800000000000005,-0.0015,-0.030899999999999997,-0.009000000000000001,-0.0579,-0.0499,-0.08109999999999999,-0.0325,-0.07629999999999999,-0.0634,-0.1067,-0.0698,-0.0466,-0.059699999999999996,-0.0626,-0.0302,0.001,-0.08380000000000001,-0.021,-0.0138
1974-12,-0.0874,0.0143,-0.0034000000000000002,-0.0766,0.020099999999999996,-0.16210000000000002,-0.0060999999999999995,-0.034300000000000004,-0.053399999999999996,-0.0297,-0.0665,-0.0467,-0.030600000000000002,-0.0379,-0.0858,-0.024700000000000003,-0.054400000000000004,-0.09720000000000001,-0.0385,-0.0348,-0.0379,-0.0473,-0.0008,-0.051399999999999994,-0.0864,-0.1066,-0.1559,-0.049400000000000006,0.006500000000000001,0.008100000000000001,-0.0083,0.015700000000000002,0.0275,-0.0331,-0.0579,-0.1112,-0.0414,-0.045899999999999996,-0.051399999999999994,-0.073,-0.0574,-0.023799999999999998,-0.0276,-0.1032,-0.0461,-0.0084,-0.1334,-0.0177,-0.0605
1975-01,0.0925,0.17850000000000002,0.262,0.2609,0.0521,0.2688,0.3624,0.23129999999999998,0.17350000000000002,0.3237,0.36469999999999997,0.0513,-0.0215,0.1039,0.20579999999999998,0.2102,0.27949999999999997,0.11470000000000001,0.1775,0.1117,0.1176,0.1913,0.2189,0.19039999999999999,0.1438,0.20420000000000002,0.06480000000000001,0.1458,0.1825,0.063,0.1884,0.111,0.1509,0.2534,0.1263,0.3993,0.2346,0.17550000000000002,0.1521,0.0633,0.1754,0.1771,0.2707,0.2796,0.2211,0.0998,0.4685,0.161,0.1553
1975-02,0.0231,0.042699999999999995,0.061200000000000004,0.1093,-0.034,0.0582,0.222,0.1116,0.1148,-0.0003,0.25920000000000004,0.1464,0.16260000000000002,0.08900000000000001,0.0524,0.034300000000000004,0.033,0.0875,0.016399999999999998,0.1041,0.0774,0.12279999999999999,0.0029,0.0809,0.0659,0.032799999999999996,0.1222,0.049400000000000006,-0.022000000000000002,0.023700000000000002,0.0092,0.0516,0.0767,0.0574,0.1464,0.0173,0.0683,0.1991,0.0565,0.11449999999999999,0.0553,0.0635,0.0385,0.1539,-0.020499999999999997,0.0383,-0.0059,0.0038,0.0403
1975-03,-0.0022,0.0271,0.1426,0.0492,0.0587,0.1333,0.1673,0.0975,0.035,0.2255,0.042,0.0028000000000000004,0.0148,0.059699999999999996,0.1294,0.0858,0.07919999999999999,0.13140000000000002,0.1162,0.0305,0.056600000000000004,0.04019999999999999,0.0687,0.13470000000000001,-0.0091,-0.005600000000000001,0.057,0.0941,0.18100000000000002,-0.0252,-0.0134,-0.0085,0.037000000000000005,0.0431,-0.0181,0.3372,0.0678,0.107,0.0652,-0.0298,0.0407,0.07690000000000001,0.1093,0.12890000000000001,0.018600000000000002,0.0302,0.1577,0.0225,0.0265
1975-04,0.06570000000000001,0.003,0.0381,-0.036000000000000004,0.0513,0.1041,0.0623,0.0833,0.067,0.0558,0.1315,0.0253,0.0016,0.1607,0.08310000000000001,0.0955,0.0384,0.0731,0.0951,0.0002,0.06269999999999999,0.0872,0.0316,0.11810000000000001,0.0437,0.0596,-0.05,0.127,0.22,0.07,-0.0158,-0.0095,0.0177,0.0223,0.0394,-0.1033,0.0895,0.10339999999999999,0.1185,0.1072,0.044500000000000005,0.0471,0.009399999999999999,0.1472,0.020099999999999996,-0.0255,-0.09630000000000001,0.0331,0.0453
1975-05,0.023700000000000002,0.060899999999999996,0.091,0.0496,0.0184,0.0019,0.0666,0.0383,0.023799999999999998,0.0199,0.1435,0.039900000000000005,0.0696,0.003,0.0816,0.0435,0.0542,0.049699999999999994,-0.0508,0.0437,0.049800000000000004,0.1261,0.0385,0.11810000000000001,0.0713,0.0344,0.0977,0.0576,0.2322,0.12140000000000001,0.08449999999999999,0.0352,0.0713,0.0713,0.04019999999999999,0.038900000000000004,0.1099,0.0701,-0.0077,0.0755,-0.0051,0.0348,0.0449,0.0381,0.056299999999999996,0.1106,0.043899999999999995,0.0487,0.0556
1975-06,0.0897,0.0693,0.0054,0.0352,0.047599999999999996,0.0447,0.0697,0.0416,0.032400000000000005,0.10339999999999999,0.0189,0.0215,0.0060999999999999995,0.0434,0.0241,0.0596,0.044000000000000004,0.1328,0.0637,0.1409,0.049400000000000006,0.022799999999999997,0.09539999999999998,0.10279999999999999,0.005600000000000001,0.12960000000000002,0.0574,0.047,-0.0311,0.0645,0.10769999999999999,0.0407,0.0326,0.075,-0.0044,0.0608,0.0839,0.0548,0.038900000000000004,0.0229,0.0394,0.0643,0.07690000000000001,0.0661,0.0767,0.0564,0.0867,0.0546,0.0583
1975-07,-0.0361,-0.0407,-0.0953,-0.0447,-0.0665,-0.0639,-0.0698,-0.057,-0.0799,-0.0362,-0.0901,-0.0911,-0.1277,-0.0443,-0.0441,-0.0345,-0.0462,-0.1007,-0.0659,-0.028900000000000002,-0.0462,-0.0638,0.0113,-0.079,-0.0066,-0.039,-0.07339999999999999,-0.0355,-0.031200000000000002,-0.042,-0.0478,-0.042199999999999994,-0.0225,-0.0717,-0.09720000000000001,0.1628,-0.08529999999999999,-0.0973,-0.0016,-0.102,-0.026699999999999998,-0.0131,-0.08130000000000001,-0.0895,-0.0669,-0.08650000000000001,-0.08839999999999999,-0.07139999999999999,-0.04769999999999999
1975-08,-0.0933,-0.009000000000000001,-0.0425,-0.0463,-0.045700000000000005,-0.0443,-0.0024,-0.0325,-0.0446,-0.0584,-0.077,-0.0361,-0.0319,0.0182,-0.006,-0.0231,-0.0121,-0.0274,0.0374,-0.05,-0.0167,-0.0555,-0.025699999999999997,0.0079,-0.09050000000000001,-0.0768,-0.1358,-0.0768,-0.038,-0.0087,-0.013000000000000001,-0.0359,-0.0438,-0.0493,-0.0167,-0.19260000000000002,-0.0362,-0.0993,0.057699999999999994,-0.0195,-0.0317,-0.0319,0.0046,-0.030600000000000002,-0.0827,-0.0572,-0.0768,-0.045,-0.0463
1975-09,-0.047400000000000005,-0.0167,-0.057699999999999994,-0.057,0.015,-0.0529,0.0037,-0.056900000000000006,-0.041299999999999996,0.0182,-0.0736,-0.0652,-0.0653,-0.08529999999999999,-0.0344,-0.0036,-0.0708,-0.0492,-0.0525,-0.0644,-0.0387,-0.0745,-0.0129,-0.032,-0.0848,-0.061399999999999996,-0.0764,-0.0277,0.015,-0.012,-0.0097,-0.0125,-0.005,-0.0711,-0.0029,-0.0708,-0.0213,0.0054,-0.0704,-0.0558,-0.0371,-0.035699999999999996,-0.0358,-0.0311,-0.1069,-0.050300000000000004,-0.1008,-0.0605,-0.0608
1975-10,0.1186,0.1282,0.1555,0.0085,0.0625,-0.0092,0.0202,0.0754,0.09449999999999999,0.127,0.0455,0.11449999999999999,0.1061,0.066,0.0535,0.08199999999999999,0.058499999999999996,-0.024399999999999998,-0.0282,-0.016200000000000003,0.0286,0.004699999999999999,0.0947,0.0254,-0.0281,0.0641,-0.035699999999999996,-0.0268,-0.1604,-0.011000000000000001,0.06509999999999999,0.0682,0.0366,0.038599999999999995,0.1063,0.0858,0.035699999999999996,0.044800000000000006,0.0812,0.10859999999999999,0.0479,0.030899999999999997,0.10550000000000001,0.1157,0.0356,0.0669,-0.0296,0.0555,0.040999999999999995
1975-11,-0.024300000000000002,0.0231,0.0694,0.025699999999999997,0.059000000000000004,0.06480000000000001,0.0104,0.0301,0.0383,0.08460000000000001,0.06849999999999999,0.053099999999999994,0.0504,0.021,0.0381,0.046,0.047599999999999996,-0.051399999999999994,0.016200000000000003,-0.0758,0.0115,0.06509999999999999,0.042699999999999995,-0.018600000000000002,0.08349999999999999,0.07139999999999999,-0.08349999999999999,-0.0098,0.0296,-0.0176,0.031200000000000002,0.0426,0.0172,0.0401,0.059000000000000004,-0.053,0.042,-0.0040999999999999995,0.0351,0.0674,0.0478,0.014199999999999999,0.043899999999999995,0.0953,0.0487,0.0877,-0.0148,0.0315,0.026000000000000002
1975-12,-0.0191,-0.0149,-0.0415,0.0045000000000000005,-0.0032,-0.0292,-0.0313,0.0001,-0.0336,-0.0098,-0.036000000000000004,-0.051100000000000007,-0.06709999999999999,-0.0004,-0.0268,-0.009300000000000001,0.0021,0.037599999999999995,0.0213,-0.0273,0.0036,-0.0516,0.0115,-0.0325,-0.039599999999999996,-0.028900000000000002,0.051,0.0087,0.0327,0.0,0.013300000000000001,-0.001,-0.0202,-0.0165,-0.011200000000000002,-0.0866,-0.0067,-0.0356,0.0004,-0.0622,0.0213,0.0073,-0.0373,-0.022400000000000003,0.0072,-0.0415,0.0432,0.0046,-0.0132
1976-01,0.1017,0.0626,0.1211,0.1593,0.075,0.2303,0.183,0.1561,0.12380000000000001,0.2259,0.18239999999999998,0.09570000000000001,0.07150000000000001,0.20010000000000003,0.1917,0.20620000000000002,0.19269999999999998,0.1067,0.21230000000000002,0.2481,0.1873,0.1748,0.1388,0.1875,0.13699999999999998,0.1691,0.0649,0.1433,0.2173,0.0809,0.0837,0.095,0.11199999999999999,0.1543,0.17309999999999998,0.4089,0.2096,0.196,0.21789999999999998,0.13119999999999998,0.1404,0.1625,0.079,0.12689999999999999,0.1318,0.0634,0.2043,0.1406,0.11320000000000001
1976-02,-0.0063,-0.0316,-0.059699999999999996,0.0166,-0.011000000000000001,0.0582,0.0028000000000000004,0.0298,-0.021099999999999997,0.049800000000000004,0.0842,-0.0518,-0.07150000000000001,0.0262,0.0935,0.045599999999999995,0.051500000000000004,0.052000000000000005,0.052199999999999996,0.0548,0.0451,0.0273,0.0429,0.044199999999999996,0.0616,0.0817,0.0875,0.0095,0.0113,-0.0329,-0.0353,0.0356,0.053099999999999994,0.049800000000000004,0.0023,0.2177,0.0416,0.004699999999999999,0.07980000000000001,-0.0265,0.0667,0.0748,0.0425,0.0447,-0.0146,0.0409,0.1349,0.030600000000000002,0.0374
1976-03,-0.0147,-0.0017000000000000001,0.0355,0.0032,0.0075,-0.019799999999999998,0.0108,-0.02,0.030899999999999997,0.051500000000000004,-0.0582,0.0282,0.07769999999999999,-0.0358,-0.013600000000000001,0.0053,0.0325,0.0159,-0.0004,-0.023,0.005699999999999999,-0.002,0.048600000000000004,0.0638,0.0513,0.0108,-0.0384,0.0694,-0.0417,0.0753,0.014199999999999999,0.0059,-0.028300000000000002,-0.024300000000000002,0.0275,-0.0344,0.0301,0.0591,-0.0256,0.0662,-0.0223,0.0055000000000000005,0.0429,-0.0005,0.051699999999999996,0.0245,0.0453,0.022099999999999998,0.009000000000000001
1976-04,-0.0116,0.0024,-0.0408,-0.0426,-0.0139,0.0377,-0.0697,-0.0197,-0.0435,-0.021099999999999997,-0.0207,-0.0199,-0.0493,0.0001,0.016200000000000003,-0.044800000000000006,0.0032,-0.0378,0.013600000000000001,0.0001,-0.0016,0.0144,0.0143,0.045,-0.047400000000000005,0.022799999999999997,0.0704,0.011200000000000002,0.11800000000000001,0.0192,0.006500000000000001,0.0172,-0.0183,-0.036000000000000004,-0.0297,-0.0276,-0.0382,-0.061799999999999994,-0.0095,-0.0191,0.0049,-0.013500000000000002,-0.051500000000000004,-0.0565,-0.0298,-0.041100000000000005,-0.0173,-0.0161,-0.0009
1976-05,-0.049400000000000006,0.0023,-0.0115,-0.0541,-0.023399999999999997,0.006500000000000001,-0.0371,-0.0302,-0.0291,-0.0861,-0.0192,-0.0209,-0.0301,-0.0258,-0.0141,-0.055999999999999994,-0.0395,-0.0462,0.0040999999999999995,0.049100000000000005,0.025,-0.0126,-0.0298,0.025,-0.0381,0.07339999999999999,-0.0255,0.0032,0.1013,0.054299999999999994,-0.0138,-0.029500000000000002,0.0033,-0.0161,0.0067,-0.15810000000000002,0.0051,0.0005,0.016,-0.0596,0.0172,0.01,-0.0634,-0.0693,-0.012199999999999999,-0.044500000000000005,-0.08289999999999999,-0.0165,-0.0139
1976-06,0.022799999999999997,0.061200000000000004,0.0412,0.0575,-0.027000000000000003,0.038900000000000004,0.054900000000000004,0.0345,0.0622,0.0113,0.0436,-0.0033,0.0467,-0.0028000000000000004,0.021400000000000002,0.0052,0.026699999999999998,0.0959,0.0472,0.1199,0.0647,0.057999999999999996,0.0326,0.1184,0.0897,0.0553,-0.049800000000000004,0.0724,0.0519,0.0507,0.042699999999999995,0.0358,0.061200000000000004,0.0837,0.0806,-0.1007,0.0882,0.081,0.008199999999999999,0.0235,0.049800000000000004,0.0195,0.008199999999999999,0.0521,0.0774,0.0818,0.0512,0.048499999999999995,0.0331
1976-07,0.0226,0.0146,0.0384,-0.0040999999999999995,0.0273,0.013500000000000002,-0.09699999999999999,0.0181,-0.0229,-0.0165,-0.0019,0.019799999999999998,-0.009899999999999999,-0.0225,0.0067,-0.015,-0.0222,-0.030899999999999997,-0.024300000000000002,-0.0507,-0.0191,-0.012199999999999999,-0.0039000000000000003,-0.0481,-0.0077,0.033,-0.0567,-0.0337,-0.0676,-0.005,0.0282,0.0124,-0.0027,-0.0173,-0.0259,-0.0837,-0.0091,-0.038,-0.0475,0.0429,0.0016,-0.0232,-0.018000000000000002,-0.0479,-0.0046,0.0692,-0.0027,0.0017000000000000001,0.011000000000000001
1976-08,-0.0403,-0.0029,-0.0033,-0.0096,0.038599999999999995,-0.0537,-0.0096,-0.0104,-0.0054,-0.0321,-0.0349,0.0151,0.024700000000000003,-0.0323,-0.0325,-0.022000000000000002,-0.015300000000000001,-0.0059,-0.036000000000000004,-0.0279,-0.0254,-0.0165,-0.0026,0.0023,0.015700000000000002,-0.0005,-0.106,-0.0149,-0.0861,-0.0069,0.029300000000000003,0.0473,-0.008100000000000001,-0.0227,0.0024,-0.1804,-0.0034000000000000002,-0.11320000000000001,-0.0083,0.0101,-0.0397,-0.0265,0.047400000000000005,-0.0313,-0.0184,0.0355,-0.0217,-0.0033,-0.019799999999999998
1976-09,0.0203,0.0026,0.0053,-0.0222,0.0663,-0.0021,-0.0024,0.0545,-0.0044,0.0229,0.08039999999999999,0.0241,0.0385,0.0039000000000000003,0.0042,-0.0092,0.0334,0.025099999999999997,0.0167,0.0254,-0.0007000000000000001,0.044199999999999996,0.0587,0.0444,0.0151,-0.0313,0.063,0.006500000000000001,0.0738,0.059500000000000004,0.040999999999999995,0.0161,0.0509,0.0276,0.0268,-0.0394,0.0298,0.0415,0.015300000000000001,0.0366,-0.0043,0.006,0.004,-0.0095,-0.0158,0.019,0.0638,0.0148,0.0159
1976-10,0.0031,-0.0161,-0.04019999999999999,-0.0279,0.0016,-0.0371,0.027000000000000003,-0.0038,-0.0273,-0.0105,-0.0364,-0.048499999999999995,-0.0347,-0.025,-0.013600000000000001,-0.0097,0.013000000000000001,-0.0359,-0.0596,-0.0784,-0.0315,-0.0508,-0.0176,-0.060700000000000004,-0.0683,-0.0104,0.0464,-0.0196,-0.0435,-0.023700000000000002,-0.0084,0.0127,-0.0302,-0.0285,-0.0353,0.024300000000000002,-0.0637,-0.07719999999999999,-0.0174,-0.0545,-0.0387,-0.0417,-0.0026,-0.028999999999999998,0.0077,0.0097,-0.0233,0.0043,-0.020499999999999997
1976-11,0.031,0.0239,-0.0212,-0.0823,0.0242,0.0019,-0.0208,0.0447,-0.012,0.0815,0.0206,-0.055999999999999994,-0.1097,-0.0501,0.0294,0.0572,0.0412,0.0045000000000000005,-0.0013,-0.0048,0.013600000000000001,-0.0036,0.0051,0.0401,0.0055000000000000005,0.058899999999999994,0.045700000000000005,0.0019,0.0052,0.0087,0.0316,0.0315,0.0331,0.022400000000000003,0.0063,-0.1025,0.0292,0.0716,0.0178,-0.0216,0.0466,0.026099999999999998,0.054400000000000004,0.0371,0.0027,0.0225,0.0288,0.0258,0.0217
1976-12,0.09519999999999999,0.0489,0.0074,0.09300000000000001,0.0397,0.09759999999999999,0.15380000000000002,0.08810000000000001,0.0378,0.0699,0.126,0.0269,0.0704,0.1014,0.0637,0.0571,0.0761,0.08990000000000001,0.076,0.0825,0.061200000000000004,0.0316,0.1001,0.0529,0.0978,0.0547,0.0154,0.0673,0.06509999999999999,0.06269999999999999,0.0653,0.0346,0.0895,0.10529999999999999,0.0315,0.1816,0.0574,0.0184,0.0729,0.0317,0.0481,0.0724,0.016399999999999998,0.0378,0.1104,0.066,0.1084,0.0823,0.0803
1977-01,-0.0349,-0.04,-0.054400000000000004,-0.1208,-0.049100000000000005,-0.0673,-0.0359,-0.0239,-0.083,-0.0052,0.0584,-0.10890000000000001,-0.0867,-0.055999999999999994,0.024700000000000003,-0.0126,-0.053,-0.0432,-0.0373,0.0124,-0.04769999999999999,-0.0327,-0.0304,-0.0285,0.0316,0.0253,0.0054,-0.0332,-0.0101,0.0028000000000000004,0.008,0.001,0.0068000000000000005,-0.0105,-0.0332,0.044000000000000004,-0.0453,-0.08289999999999999,-0.1008,-0.0665,-0.0356,-0.008199999999999999,-0.07429999999999999,-0.10460000000000001,-0.0506,-0.061200000000000004,-0.0062,-0.0355,-0.0285
1977-02,0.0592,-0.0189,0.0169,0.0103,-0.0037,-0.0499,-0.0512,-0.0245,-0.022400000000000003,-0.0455,-0.08800000000000001,-0.0064,0.0015,-0.0072,-0.0182,-0.04769999999999999,-0.0134,0.021099999999999997,-0.0060999999999999995,-0.0464,-0.0049,-0.005,-0.031400000000000004,-0.0045000000000000005,-0.0222,-0.0344,0.1594,-0.049400000000000006,0.031400000000000004,-0.0308,-0.034,0.0097,-0.061900000000000004,-0.0191,0.0005,0.0177,-0.0189,-0.025699999999999997,0.0123,0.014499999999999999,-0.0322,-0.0262,-0.015700000000000002,-0.0241,-0.0231,-0.0026,-0.027000000000000003,-0.0165,-0.015600000000000001
1977-03,-0.045,-0.0109,-0.0027,-0.0336,-0.0277,0.0027,-0.0096,-0.0149,-0.032400000000000005,-0.009899999999999999,-0.0087,0.0059,-0.0239,-0.0051,-0.0129,-0.0095,0.0109,-0.008100000000000001,0.0063,-0.0183,0.041100000000000005,0.039900000000000005,-0.0513,-0.0068000000000000005,0.0279,0.0091,-0.0012,0.026000000000000002,0.0132,-0.0215,0.0015,-0.0103,-0.013500000000000002,0.009399999999999999,-0.0064,-0.0728,0.0105,0.0264,0.012,-0.0012,-0.0006,0.0152,-0.030299999999999997,-0.054000000000000006,-0.008100000000000001,-0.0097,0.0189,-0.0014000000000000002,0.0076
1977-04,0.0059,0.009899999999999999,-0.0318,-0.0184,0.020499999999999997,-0.0467,0.009899999999999999,0.008,-0.0051,0.025099999999999997,0.016,-0.054000000000000006,-0.053399999999999996,-0.0049,-0.020499999999999997,0.0202,0.0203,0.055099999999999996,0.0095,0.15,0.036000000000000004,0.0434,0.022400000000000003,0.022400000000000003,0.038900000000000004,0.0851,-0.0431,0.0087,-0.0383,0.0271,0.0195,0.0067,-0.0026,0.0101,-0.0596,0.0333,0.026099999999999998,-0.0207,0.0128,-0.01,0.0519,-0.0248,-0.039900000000000005,0.0092,-0.0012,0.0681,0.0455,0.0218,0.0154
1977-05,0.0506,-0.0044,-0.020099999999999996,-0.0242,0.0131,-0.0626,0.0195,0.005,-0.0304,-0.048600000000000004,-0.015700000000000002,-0.004,-0.0226,-0.0365,-0.0070999999999999995,-0.047,-0.0321,-0.0032,-0.057699999999999994,0.018799999999999997,0.0,-0.0194,-0.0043,0.023,-0.0302,0.0484,-0.045700000000000005,-0.0775,-0.1066,-0.0018,0.0167,0.0143,0.0197,-0.0015,-0.031400000000000004,0.0121,0.0152,0.0454,-0.0525,-0.0034999999999999996,0.0124,0.0037,-0.0373,0.021400000000000002,-0.0277,0.0032,0.0028000000000000004,0.006500000000000001,-0.0007000000000000001
